Datum;Text;likes;retweets;replys;Uhrzeit des Tweets;Wochentag
2018-10-29;merkel hat durch ihren kurs die eigene macht erhalten. aber in dem kampf um die wähler der spd und der grünen die wurde erst afd stark gemacht. zum schluss wurde nicht die union für grüne wählbar sondern umgekehrt. die originale will man. nicht die kopie.  https://t.co/domoxoyggn;23;4;21;11:29:28;Montag
2018-10-29;eine weitere schlechte nachricht für die welt. das wird auswirkungen auf alle märkte der schwellenländer haben. der trumpismus ist eine gefährliche seuche. ein glück dass der aufstieg der afd abebbt. sonst würde auch unser wohlstand rasch verschwinden https://t.co/ufxonjpkwg;78;13;46;00:13:46;Montag
2018-10-28;"lindner nennt habeck cremig. das ist eine übersetzung von „aalglatt“. wie nett der „christian“ und der „robert“ zu einander sind...; jetzt fehlt nur noch der „jens“...";93;12;37;22:36:02;Sonntag
2018-10-28;„klimanationalisten“. habeck und lindner fetzen sich bei #annewill schon vor dem beginn möglicher jamaica verhandlungen. das würde sicher eine sehr harmonische koalition. die grünen wollen mehr umweltschutz, die fdp noch weniger als heute. das ergebnis wäre stillstand im streit.;36;4;29;22:24:35;Sonntag
2018-10-28;glückwunsch an die die @die_gruenen ! es wäre schön gewesen wenn es für ein linkes bündnis mit euch gereicht hätte. aber diese zeit wird kommen. deutschland braucht die kombination mehr gerechtigkeit und bessere umwelt. beides ist mit cdu/csu eigentlich nicht erreichbar;277;42;61;20:58:30;Sonntag
2018-10-28;in der tat gehört das zumindest stagnieren der afd zu den wenigen positiven veränderungen in der politischen meinung. https://t.co/5lmebwbs1l;22;2;15;20:53:37;Sonntag
2018-10-28;in der opposition in hessen hat die spd immer sehr gute arbeit gemacht. dass wir trotzdem so abstürzen bedeutet eine klares votum gegen die groko. die bürger wollen dass unser bündnis endet oder ganz anders arbeitet. wir werden alle möglichkeiten ausloten in den nächsten tagen;266;46;126;18:28:47;Sonntag
2018-10-28;sehr (!) lesenswerter text der eine immer mehr sich durchsetzende theorie beschreibt wie bewusstsein entsteht und was mensch und ki gemeinsam haben und was nicht. andy clark ist einer der klarsten und wichtigsten philosophen zu neuem wissen gehirn u geist https://t.co/up9ewhbrzc;20;9;1;11:21:30;Sonntag
2018-10-28;trump kollateralschaden: putin und erdogan sichern frieden in syrien so lange es ihnen passt, bereiten für syrien verfassung vor. wir und frankreich dürfen mit am tisch sitzen. amerika hat chaos in region mit angerichtet. will jetzt nur waffen verkaufen  https://t.co/jdig3aoxyo;18;3;14;09:57:53;Sonntag
2018-10-28;auch ein konservativer wie @hugomuellervogg verdient anerkennung wenn er klare abgrenzung zur afd vorträgt. er macht genau das, was cdu und insbesondere csu bringen sollten. da bleibt einem nichts anderes übrig als ein danke https://t.co/epwwxlms6v;37;5;8;02:10:55;Sonntag
2018-10-27;rechten antisemitismus gibt es auch wieder in deutschland, eine schande. und es ist besonders zynisch, dass die naziphile afd ein paar verirrte juden nutzt um sie als feigenblatt zu missbraucht. alles „völkische“ läuft auf gewalt und unterdrückung hinaus https://t.co/yzsxy0papl;87;11;43;23:20:27;Samstag
2018-10-27;guter beitrag: wir machen es selbständigen möglich billig in gkv zu kommen. leider fehlt auch hier hinweis dass die spd das forderte und dann durchgesetzte. wie bei fast allen gesetzen die wir erreichen. viele journalisten scheuen positive spd erwähnung https://t.co/ywpgs9uanl;55;13;24;13:26:07;Samstag
2018-10-27;habe auch schon unterschrieben: kein neues wettrüsten in europa. mit den heutigen atomwaffen, die viel weniger gut kontrollierbar sind, könnte es tatsächlich zum einsatz kommen. trumps „ mininukes“ sind gefährlichste waffen der welt https://t.co/0dnlf3u0mk;27;6;8;13:18:42;Samstag
2018-10-27;habeck @die_gruenen versucht sich im populismus. sigmar gabriel hat er dafür noch kritisiert. hoffentlich verlieren die grünen ihre werte nicht im kampf um macht. kritik an der grenzöffnung mit 3 jahren verspätung. so glaubwürdig wie bildzeitung selbst. daher optimal platziert https://t.co/abwh0ks7he;57;7;38;11:04:44;Samstag
2018-10-27;macron, den viele in deutschland wie einen heiligen ansehen, überzeugt nicht wirklich. waffenlieferungen nach saudi-arabien sind so falsch wie harte sozialkürzungen. finanzmärkte reguliert er nicht mit. überzeugt, rhetorisch und optisch, nicht in der sache https://t.co/m8js320s4i;48;9;13;10:05:13;Samstag
2018-10-27;im edlen abgeordnetenclub brauchen wir die afd nicht rauszuwerfen, ich ignoriere sie dort einfach. wir müssen es im bundestag schaffen. nicht durch billige änderung der satzung sondern durch unsere arbeit und wahlen. dürfen wähler der afd nicht aufgeben https://t.co/ejj0h0skun;108;18;55;09:25:37;Samstag
2018-10-27;das zeitalter der von zucker verursachten krankheiten  geht nur zu ende wenn wir mit einer zuckersteuer und eine ampel für besonders schädliche lebensmittel nachhelfen. „appelle“ bringen hier wie beim diesel oder glyphosat nichts. lobbypolitik macht krank https://t.co/cjmql2kd7n;76;7;19;08:50:09;Samstag
2018-10-26;friedensinitiative der spd parteichefs ist wichtig. keine neue gefährliche rüstungsspirale jetzt. umweltzerstörung und atomkrieg bleiben die beiden größten gefahren der menschheit. trump, putin, afd und radikale rechte in europa sind gefährder für beides. https://t.co/nmcgxfgzus;46;15;38;14:59:05;Freitag
2018-10-26;erstaunlich. kramp-karrenbauer geht davon aus dass sich die cdu von der flüchtlingspolitik merkels auch langfristig nicht erholen wird. besser hätte es wohl die afd nicht sagen können. die hessen wahl hat sie schon aufgegeben. wir kämpfen um jede stimme https://t.co/jcfdh8gpgt;45;8;19;11:56:50;Freitag
2018-10-25;ex-arbeitsminister - riester wirft bild zeitung vor sie habe ihn damals erpresst und gezwungen rente für alle nicht einzuführen. wenn es stimmt hat er sich trotzdem erpressen lassen. heute macht bild auflage mit der altersarmut die sie damals miterzwang https://t.co/pihnwpxtzb;30;13;21;23:27:33;Donnerstag
2018-10-25;wie ungerecht unser system „ bildung durch herkunft“ ist zeigt die grafik. nur 1 von 100 kindern aus nichtakademiker familien kommt je zu promotion. akademische eltern: zehnmal so viele. wir verschwenden massenhaft talente und werden in zukunft auch dafür wohlstand einbüßen https://t.co/8fwmasiv9w;323;150;122;22:56:53;Donnerstag
2018-10-25;deutschlands gesundheitskonzern nr. 1: deutsche bahn. für ältere: blasentraining. für kinder: handypause. für erwachsene: intervallfasten. für gestresste: mal einen termin einfach weglassen. für suchtkranke: ab hamm kein alkohol. für sportler: treppen-zwischensprints mit gepäck https://t.co/m9smxt6fcd;172;32;13;15:50:53;Donnerstag
2018-10-25;wir werden in der nächsten sitzungswoche pflegestärkegesetz beschießen. damit verbessern wir löhne und arbeitsbedingungen in allen teilen der pflege sehr stark. auch für angehörige gibt es verbesserungen. hier ein kleines aber wichtiges beispiel: taxifahrt für pflegebedürftige https://t.co/vbkpiqi6na;28;4;20;15:31:24;Donnerstag
2018-10-25;kramp-karrenbauer hilft bouffier garantiert nicht wenn sie jetzt die hessen wahl zur abstimmung über groko stilisiert. der einzige der davon profitiert: grüne und afd. wenn sie merkel nachfolge will muss sie noch an sich arbeiten. ein polit-bilanzsuizid?  https://t.co/11c1enpec3;20;4;20;14:39:13;Donnerstag
2018-10-25;ein jahr afd im bundestag. was hat es gebracht? die parolen der nazis sind in minimal kaschierter form teil unserer debatte geworden. hass, hetze und lügen prägen die auseinandersetzung. der größte rückschritt für den bundestag seit bestehen. eine schande! https://t.co/ryoqgrmh63;590;123;95;11:03:33;Donnerstag
2018-10-24;tarek statt groko? in hessen ist stillstand. was wäre der regierung denn gelungen? irgendein umweltprojekt? sozialer wohnungsbau? verkehrsleuchturmprojekte? nix. und für diese bildungspolitik ist rot-grün nrw abgewählt worden. groko bashing reicht nicht https://t.co/tgd5wzrxhl;20;4;12;20:20:45;Mittwoch
2018-10-24;die aktionäre werden entschädigt. die getäuschten vw kunden nicht. auch umrüstung will vw nicht machen. das ist alles nicht vermittelbar. scheuer muss sich bewegen. zur not müssen wir strafen von bis zu 5.000 euro pro verkauftem betrugsfahrzeug verhängen  https://t.co/rxuvlskwkr;124;25;24;18:21:16;Mittwoch
2018-10-23;bin heute abend 23:30 uhr bei markus lanz im zdf zum thema „lage der spd“ zu sehen. freue mich auf kommentare (zumindest die ohne beleidigungen) https://t.co/hebgggpyqa;64;5;33;21:38:15;Dienstag
2018-10-23;ohne deutlich mehr und bessere ganztagsschulen ist bildungsungleichheit nicht zu überwinden. dazu müssen noch viel mehr kostenlose kita plätze kommen. erzieher müssen besser bezahlt werden. das sind die tatsächlich wichtigsten investitionen für deutschland https://t.co/im7nudaavk;122;22;68;13:50:02;Dienstag
2018-10-23;mikroplastik, feinstaub und nanopartikel zerstören unsere körper. die mikropartikel gehen rein, kommen nie raus. grad unser gehirn ist eine art „endlager“. durch die reaktion der immunzellen im gehirn entsteht gesichert auch alzheimer. „gier frisst hirn“ https://t.co/khkcgvwfra;64;31;29;12:12:11;Dienstag
2018-10-23;glyphosat urteil überrascht nicht. bayer muss andere strategie finden als krebsgefahr einfach abzustreiten. damit wird problem immer größer. auch in deutschland muss einsatz beendet werden. steht im koalitionsvertrag, umsetzen frage der glaubwürdigkeit  https://t.co/hr6ulctfvw;36;16;6;10:01:09;Dienstag
2018-10-23;damit haben sie klar recht. in der tat ist der krieg im jemen schon lange grund genug an saudis keine waffen jeder art zu liefern https://t.co/nzr1edfcjm;37;7;8;00:50:41;Dienstag
2018-10-22;unglaublich. merkel und bouffier blamieren sich gegenseitig. wenn die senkung der grenzwerte per gesetz käme, zum schaden der gesundheit der bürger, gäbe es in frankfurt trotzdem fahrverbote. die union ist offenbar völlig kopflos beim thema dieselbetrug. https://t.co/mkjrjkimch;142;38;31;20:49:44;Montag
2018-10-22;22:15 auf phönix oder jetzt auf youtube. ende der volksparteien? https://t.co/r2gloekotb;15;2;9;20:49:41;Montag
2018-10-22;ob ein kind später studieren wird entscheidet sich zu 80 % bei der geburt. es kommt fast nur auf die eltern an. wir reden seit jahren darüber aber es ändert sich nichts. daher muss der bund mehr rechte bei der bildung bekommen. kein kind hat sich seine eltern ausgesucht. https://t.co/ym189mdknu;74;23;28;18:17:19;Montag
2018-10-22;was für einen unsinn die saudis auftischen. wann wäre je ein übergewichtiger mittfünfziger in einer botschaft bei einer schlägerei gestorben wo, zufällig ein arzt mit erfahrung beim foltern dabei gewesen wäre! ein terrorstaat, den wir boykottieren müssen https://t.co/2nsbmldthl;84;15;20;16:12:51;Montag
2018-10-22;wenn vw die kunden schlicht entschädigt hätte, statt sie zum neukauf zwingen zu wollen, hätte das den ruf verbessert und wäre billiger gewesen. das bonus-gier-management ist so schlecht, dass die immer noch guten umsätze einen nur wundern können https://t.co/vty98g8a8w;77;13;17;08:48:40;Montag
2018-10-21;trumps rüstungspläne machen deutschland unsicherer gegen atomschläge. eine neue rüstungsspirale droht. sie soll die amerikanische wirtschaft ankurbeln. weil man außer waffen nicht viel wertvolles herstellt. merkel muss klare worte des protestes sprechen https://t.co/ao6va4klnx;50;7;17;23:43:13;Sonntag
2018-10-21;wenn seehofer zurückträte wäre es sicher einfacher als regierung wieder zu überzeugen. der streit muss endlich enden. die rückkehr zur sacharbeit kann das problem nicht lösen. denn die sacharbeit läuft schon lange. wird im streit aber nicht wahrgenommen  https://t.co/z2zo3naqoq;76;14;28;20:38:41;Sonntag
2018-10-21;wir haben in dieser woche die alte spd forderung einer bezahlbaren gkv für gründer und selbständige umgesetzt. halbierung des beitrags. wir müssen auch für selbständige politik machen. bei gesundheit brauchen wir keine „rückkehr zur sachpolitik“. die machen wir all die zeit schon https://t.co/zwrkslaynk;91;21;22;13:33:43;Sonntag
2018-10-21;von der leyen missbraucht ihr ministeramt. die bundeswehr ist eine parlamentsarmee. ohne zustimmung der abgeordneten wird sie nicht eingesetzt. daher ist es unverschämt dass wir mit soldaten nicht reden dürfen ohne ihre erlaubnis. was hat sie zu verbergen? https://t.co/epleb07kfr;266;109;60;10:44:20;Sonntag
2018-10-20;klar ist, dass waffenlieferungen an ein solches land nicht mehr stattfinden dürfen. es ist moralisch unzuverlässig. daher können wir auch nicht wissen wozu die gelieferten waffen eingesetzt werden. so „bedürftig“ kann unsere rüstungsindustrie nicht sein, dass wir das zulassen https://t.co/ua3wxtzm0m;228;50;73;16:38:59;Samstag
2018-10-20;die rente liegt noch immer im durchschnitt bei weit weniger als 1000 euro. ich höre immer es käme ja für viele noch anderes geld dazu. probleme mit dieser zynischen diskussion: 1. meiste dazu bei denen mit hoher rente, viele nichts. 2. arm wenn verbraucht https://t.co/vi84xevf0s;34;5;19;10:18:52;Samstag
2018-10-20;"#taz @tazgezwitscher wünsche der taz viel erfolg und glück im neuen haus! toller ort, schönes gebäude, gutes team. taz wird gebraucht aber: verschont die spd mit euren überschriften. schreibt über die anderen parteien... gnade!!!
🍷👏 https://t.co/qeawxswhrh";17;4;4;09:57:24;Samstag
2018-10-20;da habe ich auch gerade gerne unterschrieben. wir brauchen keine schulspitzel sondern ehrliche und freie kinder die an eine weltoffene zukunft glauben. in der ddr und bei den nazis wurden kinder als spitzel missbraucht. das wollen wir in deutschland nie mehr. https://t.co/sdudig04pk;135;33;11;00:44:10;Samstag
2018-10-20;nicht jeder lebt länger in deutschland. je ärmer desto früher stirbt man. 10-12 jahre früher als reiche. sollen arme länger arbeiten damit reichen nicht die renten gekürzt werden müssen für ihr langes leben? das wäre ungerecht. auch für die „jungen armen“ https://t.co/a8j3qqfjdo;43;8;12;00:27:10;Samstag
2018-10-19;tarek al wazir versucht sich im windschatten groko probleme zu profilieren. grünen selbst ist in der koalition nicht viel gelungen. sie hatten aber keinen streit. bei uns im bund ist es genau umgekehrt. wir werden nicht ruhe verlieren und den wahlkampf auf hessen konzentrieren https://t.co/g8d770uymd;34;4;20;18:06:15;Freitag
2018-10-19;kaum verliert bayern ein paar spiele sieht hoeneß medienverschwörungen und die demokratie in gefahr. und ich dachte noch dass in bayern nur der horst den kompletten realitätsverlust erlitten hätte https://t.co/mxxqlgcsud;92;19;9;16:20:00;Freitag
2018-10-19;die fdp würde mietpreisbremse nicht mitmachen. das ist klar. sie ist ja die partei der vermieter. nicht der mieter. miete ist kein normaler markt. es wird spekuliert, unter druck gesetzt. mieter sind auf bezahlbare miete angewiesen. neubau brauchen wir im sozialen wohnungsbau https://t.co/xaiyqpqpzw;76;17;34;14:36:54;Freitag
2018-10-18;grundsätzlich wäre es nicht falsch wenn unter besonderen bedingungen ärzte auch arzneimittel abgeben dürften. zb bei schmerzen oder im rahmen von hausbesuchen bei wenig mobilen patienten. wir müssen ein flexibleres unbürokratisches system entwickeln  https://t.co/pa2zdqmhg0;46;8;9;22:06:06;Donnerstag
2018-10-18;hier meine rede zur wiedereinführung der parität. wie spahn sagt in seiner rede: es ist das gesetz der spd. und der bürger https://t.co/jflkggpdf6;56;12;7;17:22:02;Donnerstag
2018-10-18;danke auch an gewerkschaften und arbeitgeber. gewerkschaften haben uns bei einführung parität unterstützt. arbeitgeber waren zwar dagegen, aber sehr fair in der auseinandersetzung https://t.co/s6ew1yzsz7;48;12;6;17:05:20;Donnerstag
2018-10-18;spahn sagt zur einführung der parität in der gkv in seiner rede: das ist das gesetz der spd. damit hat er recht. es ist aber zunächst das gesetz für die gesetzlich versicherten. ihre krankenversicherung bleibt bezahlbar.;33;5;4;16:44:48;Donnerstag
2018-10-18;beschließen gerade im bundestag die wiedereinführung der parität gkv. dafür hat spd gekämpft. sonst wären alterung der bevölkerung,  lebenserwartung und fortschritt vom arbeitnehmer bezahlt worden. gesetz ist historisch, wendet schleichende privatisierung krankenversicherung ab;53;7;7;16:39:29;Donnerstag
2018-10-18;afd stimmt gerade gegen die verbesserung der rechte von teilzeitkräften. dabei sind gerade die neuen länder betroffen. in der sozialpolitik ist die afd eine arbeitgeberpartei genau wie die fdp. vielleicht gibt es dafür stille spenden;339;108;27;15:22:20;Donnerstag
2018-10-18;heute ist der bundestag wieder inhaltlich fest in spd hand: beschießen 1. bessere kitas 2. recht auf weiterbildung 3. parität gkv 4. rückkehrrecht aus teilzeit. alles spd groko punkte, die das leben in deutschland konkret besser machen werden. für kinder, arbeitnehmer und kranke;193;34;55;12:36:40;Donnerstag
2018-10-18;appelle an industrie „bitte für unsere kinder“ den zuckergehalt zu reduzieren bringen nichts und sind unwürdig. wir regeln normalerweise die dinge, die wir wirklich ändern wollen, per gesetz. das schulden wir den kindern, die sonst auf dauer schäden haben https://t.co/5x94vrkqco;86;15;16;09:30:12;Donnerstag
2018-10-18;ökologisch ist das der größte unsinn. mehr als 100.000 km co2 durch fahren stecken in jedem zu früh verschrotten auto. mit umrüstung ließe sich das sparen. die spitze der wegwerfgesellschaft. es wird immer absurder. einwegbecher verbieten, autos wegwerfen https://t.co/5xe9tjaoul;319;120;31;08:56:14;Donnerstag
2018-10-18;bremen und hamburg erlauben neuen beamten die wahl zwischen gkv und pkv. das ist ein wichtiger erster schritt in richtung bürgerversicherung. für zeitsoldaten führen haben wir das auch eingeführt. in übergangsphase erlauben wir auch kurz rückkehr gkv ü55 https://t.co/ht0swotosz;48;8;9;01:01:57;Donnerstag
2018-10-17;@katarinabarley ist die perfekte kandidatin für europa. sie ist eine überzeugende stimme für ein vereintes europa welches weltoffen, gerecht und sicher ist. ich bin sicher dass sie die menschen erreicht und überzeugt. kompetent und sympathisch;13;1;3;14:34:57;Mittwoch
2018-10-17;transparenten supermarkt der aok zeigt heute am potsdamer platz in berlin zuckergehalt der lebensmittel. sehr sinnvolle wanderausstellung beeindruckt. da industrie auf appelle nicht reagiert hat brauchen wir zuckersteuer für lebensmittel für kinder, subventionen für alternativen https://t.co/daihwwqxme;82;18;25;10:32:22;Mittwoch
2018-10-17;das wichtigste zitat aus einem der wichtigsten interviews des jahres https://t.co/4snturub9o;605;267;157;09:38:29;Mittwoch
2018-10-17;das studium für hebammen kann nur angebot und nicht pflicht sein. viel wichtiger ist eine bessere bezahlung der hebammen und der kliniken für geburten. wir müssen mehr bringen. nicht die hebammen https://t.co/fmxypehxtf;63;7;22;09:24:11;Mittwoch
2018-10-16;vw-chef übersieht die tausenden menschen die durch seine betrugsautos krank wurden oder starben. und diejenigen, die ihr gespartes verloren durch wertverlust. mit der haltung werden die vw arbeitsplätze sogar durch mangel an innovation und ideen zerstört https://t.co/ydtb5u1xb0;269;61;58;19:09:31;Dienstag
2018-10-15;wir müssen das bafög noch vor beginn des sommersemesters 2019 erhöhen. bei den mieten von heute kann man in vielen städten vom bafög nicht leben. das drängt untere mittelschicht aus dem studium.  https://t.co/iipevs1k8l;198;35;42;20:54:45;Montag
2018-10-15;@zdfheute hilde matheis, ohne funktion in partei oder fraktion, in den wahlkämpfen in bayern und hessen ohne rolle, kritisiert die eigene spitze: groko ausstieg, auch durch austausch spitzenpersonal. ein so unsolidarisches verhalten kurz vor hessen wahl ist dumm, schadet allen;6;1;17;19:23:47;Montag
2018-10-15;dobrindt nennt günther einen „genossen“, der offenbar dumme ratschläge gebe. das ist für ihn ein schimpfwort. der streit in der union geht offenbar weiter. politischer selbstmord. https://t.co/we6j1qkwfp;45;11;54;18:59:08;Montag
2018-10-15;in gesundheitspolitik liefern wir als groko. parität, höhere pflegebezahlung, tarife, personalstandards, schnelle facharzttermine. wenn groko noch bis sommer durchhält schaffen wir noch halbierung beitragssätze betriebsrenten, patientendaten auf handy. https://t.co/dyegzaqqj0;29;4;32;11:09:04;Montag
2018-10-15;ja, maaßen als staatssekretär war ein fehler. dennoch: seehofer und scheuer haben es geschafft die in anderen bereichen gute arbeit der groko in den dreck zu ziehen. seehofer durch seinen stupiden (!) afd-populismus, audi-bww-knechtschaft. danke dafür. https://t.co/2qlgcor3or;123;31;123;09:49:07;Montag
2018-10-14;bei anne will kritisiert meuthen die teilnahme der grünen an der #unteilbardemo weil dort gewaltbereite dabei gewesen wären. was für eine heuchelei wenn die afd doch mit nazis und rechtsradikalen aller art auftritt. auf offener straße, hooligans eingeschlossen;647;112;54;22:39:31;Sonntag
2018-10-14;ein billiger spott auf unsere kosten. nirgendwo wird mehr „endlich mehr sacharbeit“ angemahnt, und zwar zu recht, als in der zeit. https://t.co/ss0xovtxpj;21;2;36;18:18:21;Sonntag
2018-10-14;wahlergebnis in bayern wirkt verheerend. nur zwei lichtblicke. die hohe wahlbeteiligung und dass afd schwächer als befürchtet. den grünen: glückwunsch. wir müssen jetzt erst recht für hessen kämpfen. jetzt gilt: erst hessen, dann analyse. es geht um zukunft der sozialdemokratie;228;32;145;18:08:18;Sonntag
2018-10-14;der von erdogan freigelassene pfarrer brunson kniet dankbar vor trump und spricht ein gebet. was für eine extrem unwürdige geste. verständlich, aber schmerzhaft beim ansehen. ein symbol (leider) für die hilflosigkeit der kirchen in der gewalt der diktatoren https://t.co/iwbepa1lql;73;12;54;01:34:34;Sonntag
2018-10-13;weil zu viel strom aus braunkohle kommt zögern viele beim umstieg auf elektroauto. indirekt arbeiten braunkohle und autoindustrie „hand in hand“. verlierer sind gesundheit und umwelt. wir müssen so schnell wie möglich die braunkohlegebiete umstrukturieren  https://t.co/8zg33d9ghj;55;12;18;22:51:57;Samstag
2018-10-13;das ist hoffentlich der beginn einer großen gegenbewegung. rechtsruck ist eine schande für deutschland. manipulation, lüge, hetze und hass sind mit der afd in den bundestag gekommen. nur von der straße aus kann das beendet werden. die stimmung muss drehen https://t.co/yghk6rpcwf;332;69;91;22:51:41;Samstag
2018-10-13;dass es teurer wird ist sicher. wann wir von dort abfliegen eine ganz andere geschichte... https://t.co/thoys5ks0y;13;1;14;09:36:55;Samstag
2018-10-13;hier stimme ich der fdp zu. das ist meine persönliche position. als fraktion haben wir uns dazu noch nicht positioniert. aber das geltende recht darf nicht von minister spahn einfach ausgesetzt werden. wir dürfen recht nicht beugen in demokratie https://t.co/unxz3exfn3;56;13;11;09:34:11;Samstag
2018-10-12;ärzte die über gesetzlich erlaubte abtreibung informieren müssen straffrei bleiben. müssen das gesetz sofort ändern. alles andere wäre ein angriff auf die rechte von frauen. „sie sollen nichts wissen. dann treiben sie auch nicht ab“ ist unethische haltung https://t.co/3top8edaaz;338;78;24;16:27:36;Freitag
2018-10-12;in uk werden in uk-biobank detaillierte daten von 500.000 anonymen freiwilligen über jahrzehnte ausgewertet. dies ist der mit abstand(!) wertvollste datensatz in der ganzen medizin. das brexit land stellt daten wissenschaft international zur verfügung.  https://t.co/bn1tzpwszn;15;3;1;10:01:19;Freitag
2018-10-12;wenn bluttests auf down-syndrom nicht für gesetzlich versicherte bezahlt würden hielten wir diese eltern gezielt unwissend. das wäre unethisch. wissen dürften dann nur privatversicherte. das wäre ungerecht dazu. wir müssen förderung von menschen ausbauen https://t.co/oablqbsf4l;17;2;5;09:17:37;Freitag
2018-10-12;afd ist sich für nichts zu schade. sie täuscht im osten „kümmererpartei“ vor. beantragt dann aber im bundestag sofort den soli abzuschaffen. zweck ist die gekaufte gezielte facebook werbung mit der forderung in bayern kurz vor der wahl. wählermanipulation https://t.co/bmf8khuhv9;27;6;20;08:59:15;Freitag
2018-10-11;wenn wagenknecht eine demonstration für bürgerkriegsflüchtlinge mit dem argument ablehnt, „wir können nicht alle nehmen“, argumentiert sie genau wie afd. daher lobt gauland sie. trotzdem ist ihre position einer weltoffenen menschlichen linken nicht würdig https://t.co/d4izdwezed;48;17;69;20:51:58;Donnerstag
2018-10-11;afd will ehe für alle wieder abschaffen. der afd redner brandner hat angst vor „60 geschlechtern“ die in zukunft heiraten dürften oder „vielehen“. seine rede im plenum gerade enthält viel krudes wirres zeug. klar ist: es geht immer darum andersdenkenden ihre freiheit zu nehmen;2271;365;101;20:22:48;Donnerstag
2018-10-11;respekt für kardinal marx. kein christ kann hinnehmen dass wir zur abschreckung potentieller flüchtlinge frauen und kinder gezielt ertrinken lassen. die spende ist ein großartiges signal an die retter. sie retten nicht nur die flüchtlinge sondern auch unsere würde. https://t.co/yxfcodzp7d;119;32;38;19:33:03;Donnerstag
2018-10-11;hier meine rede zur doppelverbeitragung der betriebsrenten. sie muss dringend abgeschafft werden. eine ungerechte belastung gerade von rentnern. über der beitragsbemessungsgrenze zahlen einkommensstarke gar nicht, betriebsrentner aber doppelt https://t.co/eoxwippmxi;34;3;11;17:55:05;Donnerstag
2018-10-11;der papst macht ärzte, die geltendes recht umsetzen und dabei frauen in verzweiflung helfen, zu mördern. das ist eine große enttäuschung, insbesondere für einen papst, der für arme sehr viel getan hat. schade. er zerstört seine eigene glaubwürdigkeit  https://t.co/ywr9iaa8d1;123;27;33;13:31:17;Donnerstag
2018-10-11;die organisation von denunziation durch kinder ist besonders schäbig. sie erinnert an stasi und nazi methoden. kinder dürfen nicht zu spitzeln erzogen werden.  https://t.co/ctyefcjdnp;112;31;25;12:24:01;Donnerstag
2018-10-11;scheuer, dem wir verdanken dass es seit monaten keine lösung gegen fahrverbote gibt, kritisiert jetzt, dass wir die umwelt retten statt die gesetzlose auto-industrie zu schonen. wir machen hier den fatalen eindruck von den lobbyisten vorgeführt zu werden.  https://t.co/wyqygqeyyz;203;50;51;11:31:58;Donnerstag
2018-10-10;die autoindustrie will sich über politik und recht wegsetzen. macht bei umrüstung „nicht mit“. dann müssen wir vielleicht 5000 euro strafe pro manipulierten auto verhängen. dann muss man „zahlen“. von dem geld könnten wir dann die umrüstung finanzieren. https://t.co/nk83eiq91h;72;24;26;20:51:27;Mittwoch
2018-10-09;höhere senkung von mindestens 40 % wäre richtig gewesen. auch für unsere autoindustrie. der passive widerstand gegen alles was moralisch und technisch richtig wäre ist ein armenzeugnis. lobbyismus und betrug statt innovation. hier geht eine ära zu ende.  https://t.co/xyjpcwzrq9;85;19;24;23:38:22;Dienstag
2018-10-09;unsere fahrzeuge der fahrbereitschaft sind natürlich alle für alle straßen berlins geeignet. ein hohn dass die union bei umrüstungen nicht bereit ist mehr druck auf die betrugsfirmen zu machen. wir leiden als groko unter der haltung der csu erneut. scheuer hätte handeln müssen;90;9;23;22:26:51;Dienstag
2018-10-09;schadstoffe an den betroffenen straßen schaden besonders kindern, alten menschen, radfahrern und den pendlern selbst. besonders das gehirn und die gefäße werden beschädigt. für die adern hilft sport u gute ernährung. für das gehirn gibt es keine vorbeugung https://t.co/kusoc9ox2k;32;11;28;16:20:38;Dienstag
2018-10-09;ein „normalverdiener“ hat natürlich nicht das format eines solchen mannes und muss oft zwei jobs machen um die familie nur durchzubringen. rwe und cdu-nrw sind dank der „guten leistung“ von golland sogar im freien fall. ein mehrleister, hoffentlich findet laschet noch weitere https://t.co/s4uxekytbg;81;21;17;10:41:16;Dienstag
2018-10-08;karsten hilse von der afd belehrt uns gerade in der tagesschau dass „co2 nicht der grund für den klimawandel sei“. ist es vielleicht die körpertemperatur der asylsuchenden in europa? wer so eine partei wählt wählt abschied von der demokratie, menschlichkeit und vernunft;1778;321;121;20:43:21;Montag
2018-10-08;die untergrenzen in der pflege haben wir schon in der letzten legislaturperiode beschlossen. sie wurde von krankenhäusern und kassen nicht umgesetzt. daher jetzt die umsetzung qua gesetz. die überlastung des pflegepersonals muss sofort beendet werden. https://t.co/4haeo4th3t;50;13;27;18:23:52;Montag
2018-10-08;guter wie peinlicher beitrag in der zeit. in den spitzenpositionen der bundesregierung gibt es kaum frauen. bei den staatssekretären seit 1949 nur eine frau mehr als männer mit namen karl. quoten wären sinnvoll da die qualifikationen da sind https://t.co/byihuhdrff;37;10;25;11:13:25;Montag
2018-10-08;am sonntag gaben die bläck fööss ein benefizkonzert für die umweltverbände in leverkusen, die dort für bessere luft kämpfen. ich habe vor ihrem auftritt über die gesundheitsgefahren feinstaub kurz geredet. massive erleichterung im publikum als klar wurde, dass ich nicht singe https://t.co/t1ueotzqmi;65;9;5;09:39:23;Montag
